29817,0.1515,0.2058
29887,0.1483,0.2057
29630,0.1496,0.2111
29822,0.1490,0.2091
29949,0.1480,0.1986
29748,0.1483,0.2066
29955,0.1472,0.1958
29876,0.1473,0.2016
29896,0.1502,0.2094
29963,0.1497,0.2026
29941,0.1483,0.2028
29930,0.1500,0.2048
29949,0.1501,0.2009
29901,0.1478,0.2028
29853,0.1496,0.2059
29945,0.1468,0.1976
29946,0.1473,0.1975
29907,0.1490,0.2024
29968,0.1475,0.1977
29964,0.1498,0.2063
29687,0.1483,0.2221
29835,0.1480,0.2033
29951,0.1483,0.2000
29848,0.1507,0.2060
29948,0.1513,0.2027
29935,0.1511,0.2048
29889,0.1495,0.2051
29937,0.1501,0.2034
29921,0.1498,0.2181
29933,0.1496,0.2106
29943,0.1478,0.2024
29897,0.1464,0.1978
29919,0.1499,0.2062
29916,0.1494,0.2004
29941,0.1484,0.1992
29928,0.1491,0.2016
29945,0.1491,0.2047
29835,0.1496,0.2225
29941,0.1486,0.2015
29927,0.1481,0.2059
29955,0.1510,0.2028
29938,0.1505,0.2026
29886,0.1511,0.2043
29949,0.1502,0.2036
29913,0.1484,0.2040
29891,0.1501,0.2075
29840,0.1518,0.2139
29937,0.1499,0.2029
29955,0.1473,0.2023
29875,0.1478,0.2013
29953,0.1482,0.1988
29889,0.1471,0.1980
29962,0.1483,0.1993
29895,0.1507,0.2052
29914,0.1491,0.2038
29892,0.1480,0.2037
29925,0.1510,0.2074
29894,0.1526,0.2084
29954,0.1494,0.2021
29896,0.1508,0.2044
29843,0.1507,0.2046
28051,0.1492,0.2050
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
15822,0.1571,0.2229
29930,0.1572,0.2148
29833,0.1564,0.2130
29921,0.1579,0.2135
29937,0.1572,0.2116
29795,0.1589,0.2205
29868,0.1600,0.2178
29951,0.1582,0.2193
29918,0.1568,0.2191
29940,0.1560,0.2157
29915,0.1565,0.2172
29912,0.1566,0.2148
29850,0.1580,0.2155
29643,0.1611,0.2296
29829,0.1585,0.2140
29887,0.1569,0.2138
29944,0.1567,0.2133
29851,0.1590,0.2178
29911,0.1572,0.2143
29928,0.1571,0.2205
29965,0.1579,0.2151
29926,0.1579,0.2131
29830,0.1567,0.2148
29764,0.1577,0.2164
29918,0.1630,0.2351
29938,0.1583,0.2134
29924,0.1561,0.2092
29901,0.1563,0.2134
29791,0.1588,0.2260
29903,0.1589,0.2250
29843,0.1577,0.2155
29688,0.1580,0.2293
29936,0.1580,0.2142
29944,0.1588,0.2198
29908,0.1566,0.2173
29918,0.1599,0.2268
29786,0.1603,0.2217
29913,0.1598,0.2318
29942,0.1574,0.2210
29876,0.1573,0.2164
29948,0.1593,0.2192
29902,0.1612,0.2239
29818,0.1608,0.2215
29739,0.1605,0.2231
