29914,0.1564,0.2164
29964,0.1548,0.2113
29764,0.1553,0.2181
29818,0.1574,0.2147
1285,0.1590,0.2090
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
%!d(MISSING),NaN,NaN
12830,0.1515,0.2090
29942,0.1511,0.2068
29909,0.1512,0.2224
29909,0.1491,0.2064
29903,0.1498,0.2143
29911,0.1499,0.2103
29855,0.1504,0.2183
29947,0.1508,0.2120
29942,0.1515,0.2127
29959,0.1503,0.2041
29941,0.1488,0.2077
29892,0.1514,0.2121
29906,0.1486,0.2027
29939,0.1504,0.2106
29944,0.1510,0.2107
29903,0.1495,0.2105
29920,0.1499,0.2119
29869,0.1498,0.2133
29958,0.1491,0.2140
29959,0.1493,0.2101
29928,0.1487,0.2061
29936,0.1499,0.2088
29561,0.1508,0.2301
29951,0.1499,0.2073
29962,0.1497,0.2068
29933,0.1500,0.2087
29946,0.1498,0.2056
29798,0.1501,0.2143
29892,0.1501,0.2152
29954,0.1499,0.2127
29967,0.1482,0.2108
29770,0.1498,0.2162
29946,0.1506,0.2104
29944,0.1499,0.2134
29913,0.1510,0.2136
29795,0.1508,0.2087
29965,0.1502,0.2103
29953,0.1500,0.2110
29933,0.1499,0.2145
29905,0.1498,0.2133
29822,0.1491,0.2086
29932,0.1506,0.2148
29950,0.1500,0.2086
29832,0.1493,0.2108
29943,0.1501,0.2093
29943,0.1502,0.2078
29808,0.1502,0.2104
29930,0.1495,0.2078
29822,0.1506,0.2126
29795,0.1497,0.2083
29948,0.1502,0.2095
29961,0.1495,0.2083
29923,0.1512,0.2093
29769,0.1504,0.2105
29949,0.1512,0.2159
29934,0.1502,0.2086
29924,0.1502,0.2065
29903,0.1500,0.2117
29959,0.1497,0.2074
29808,0.1498,0.2067
29949,0.1503,0.2065
29960,0.1501,0.2029
29934,0.1491,0.2028
29941,0.1498,0.2110
29951,0.1502,0.2054
29833,0.1490,0.2068
29903,0.1480,0.2055
29940,0.1482,0.2063
29947,0.1491,0.2107
29930,0.1493,0.2143
29931,0.1491,0.2045
29864,0.1480,0.2073
29750,0.1480,0.2119
29965,0.1461,0.1945
29935,0.1482,0.2062
29909,0.1489,0.2063
29961,0.1496,0.2094
29789,0.1498,0.2118
29889,0.1493,0.2235
29963,0.1484,0.2070
29963,0.1504,0.2214
29924,0.1505,0.2142
29865,0.1500,0.2070
29904,0.1511,0.2145
29945,0.1503,0.2107
29957,0.1484,0.2027
29920,0.1498,0.2181
29929,0.1520,0.2128
29769,0.1520,0.2175
29952,0.1510,0.2087
29955,0.1519,0.2175
29907,0.1511,0.2126
29940,0.1508,0.2130
29778,0.1509,0.2293
29945,0.1506,0.2121
29773,0.1506,0.2142
29940,0.1510,0.2122
29950,0.1504,0.2067
29794,0.1508,0.2145
29769,0.1522,0.2134
29913,0.1509,0.2119
29940,0.1497,0.2035
29925,0.1501,0.2148
29725,0.1500,0.2193
29647,0.1506,0.2125
29896,0.1508,0.2133
29826,0.1495,0.2045
29953,0.1502,0.2084
29777,0.1508,0.2104
29899,0.1504,0.2130
29914,0.1524,0.2171
29947,0.1522,0.2139
29933,0.1524,0.2306
29822,0.1497,0.2092
29923,0.1507,0.2339
29929,0.1504,0.2086
29930,0.1504,0.2135
29953,0.1490,0.2057
29957,0.1504,0.2078
29738,0.1503,0.2085
29961,0.1493,0.2061
29933,0.1507,0.2101
29932,0.1495,0.2084
29960,0.1480,0.2061
29904,0.1497,0.2181
29920,0.1498,0.2056
29908,0.1496,0.2144
29942,0.1487,0.2065
29942,0.1493,0.2101
29942,0.1516,0.2122
29763,0.1505,0.2178
29811,0.1489,0.2075
29913,0.1503,0.2095
29846,0.1501,0.2123
29927,0.1499,0.2102
29944,0.1489,0.2028
29957,0.1490,0.2098
29786,0.1484,0.2098
29957,0.1492,0.2111
29940,0.1496,0.2114
29939,0.1513,0.2138
29923,0.1509,0.2137
29912,0.1501,0.2061
29886,0.1506,0.2120
29941,0.1504,0.2150
29953,0.1484,0.2023
29930,0.1514,0.2149
29958,0.1502,0.2088
29759,0.1503,0.2164
29878,0.1484,0.2105
29936,0.1488,0.2053
29876,0.1502,0.2123
29950,0.1507,0.2118
29942,0.1491,0.2024
29874,0.1512,0.2131
29766,0.1493,0.2056
29972,0.1487,0.2134
29946,0.1500,0.2041
29919,0.1502,0.2141
29787,0.1500,0.2109
29948,0.1501,0.2100
29924,0.1500,0.2066
29953,0.1505,0.2076
29849,0.1508,0.2126
29945,0.1513,0.2175
29925,0.1508,0.2105
29813,0.1507,0.2183
